OBJECT_NAME	OBJECT_ID	NA	OBJECT_TYPE	OPS_STATUS_CODE	OWNER
DMSP 5D-2 F11 DEB	1991082CR	91082CR	DEB	NA	US
SL-24 DEB	2004025L	04025L	DEB	NA	CIS
FENGYUN 1C DEB	1999025EKF	99025EKF	DEB	D	PRC
FENGYUN 1C DEB	1999025EKG	99025EKG	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKH	99025EKH	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKJ	99025EKJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKK	99025EKK	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKL	99025EKL	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKM	99025EKM	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKN	99025EKN	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKP	99025EKP	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKQ	99025EKQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKR	99025EKR	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKS	99025EKS	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKT	99025EKT	DEB	D	PRC
FENGYUN 1C DEB	1999025EKU	99025EKU	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKV	99025EKV	DEB	D	PRC
TELSTAR 14R	2011021A	11021A	PAY	+	CA
BREEZE-M R/B	2011021B	11021B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011021C	11021C	DEB	NA	CIS
GSAT-8	2011022A	11022A	PAY	+	IND
ST-2	2011022B	11022B	PAY	+	STCT
ARIANE 5 R/B	2011022C	11022C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2011022D	11022D	DEB	D	FR
CZ-4 DEB	1990081CV	90081CV	DEB	NA	PRC
CZ-4 DEB	1990081CW	90081CW	DEB	NA	PRC
CZ-4 DEB	1990081CX	90081CX	DEB	NA	PRC
CZ-4 DEB	1990081CY	90081CY	DEB	NA	PRC
CZ-4 DEB	1990081CZ	90081CZ	DEB	NA	PRC
CZ-4 DEB	1990081DA	90081DA	DEB	NA	PRC
CZ-4 DEB	1990081DB	90081DB	DEB	NA	PRC
CZ-4 DEB	1990081DC	90081DC	DEB	NA	PRC
CZ-4 DEB	1990081DD	90081DD	DEB	NA	PRC
CZ-4 DEB	1990081DE	90081DE	DEB	D	PRC
CZ-4 DEB	1990081DF	90081DF	DEB	NA	PRC
CZ-4 DEB	1990081DG	90081DG	DEB	NA	PRC
CZ-4 DEB	1990081DH	90081DH	DEB	D	PRC
CZ-4 DEB	1990081DJ	90081DJ	DEB	NA	PRC
CZ-4 DEB	1990081DK	90081DK	DEB	NA	PRC
CZ-4 DEB	1990081DL	90081DL	DEB	NA	PRC
CZ-4 DEB	1990081DM	90081DM	DEB	NA	PRC
CZ-4 DEB	1990081DN	90081DN	DEB	NA	PRC
DELTA 1 DEB	1975052LJ	75052LJ	DEB	D	US
DELTA 1 DEB	1975052LK	75052LK	DEB	D	US
DELTA 1 DEB	1975052LL	75052LL	DEB	D	US
DELTA 1 DEB	1975052LM	75052LM	DEB	D	US
NOAA 10 DEB	1986073G	86073G	DEB	D	US
SL-8 DEB	1982102C	82102C	DEB	NA	CIS
SOYUZ-TMA 02M	2011023A	11023A	PAY	D	CIS
SL-4 R/B	2011023B	11023B	R/B	D	CIS
DELTA 1 DEB	1978026HW	78026HW	DEB	NA	US
DELTA 1 DEB	1978026HX	78026HX	DEB	NA	US
DELTA 1 DEB	1978026HY	78026HY	DEB	NA	US
DELTA 1 DEB	1978026HZ	78026HZ	DEB	NA	US
DELTA 1 DEB	1978026JA	78026JA	DEB	NA	US
DELTA 1 DEB	1978026JB	78026JB	DEB	NA	US
DELTA 1 DEB	1978026JC	78026JC	DEB	NA	US
DELTA 1 DEB	1978026JD	78026JD	DEB	NA	US
DELTA 1 DEB	1978026JE	78026JE	DEB	NA	US
DELTA 1 DEB	1978026JF	78026JF	DEB	NA	US
DELTA 1 DEB	1978026JG	78026JG	DEB	NA	US
DELTA 1 DEB	1978026JH	78026JH	DEB	NA	US
DELTA 1 DEB	1978026JJ	78026JJ	DEB	NA	US
DELTA 1 DEB	1978026JK	78026JK	DEB	NA	US
DELTA 1 DEB	1978026JL	78026JL	DEB	NA	US
DELTA 1 DEB	1978026JM	78026JM	DEB	D	US
DELTA 1 DEB	1978026JN	78026JN	DEB	NA	US
DELTA 1 DEB	1978026JP	78026JP	DEB	NA	US
DELTA 1 DEB	1978026JQ	78026JQ	DEB	NA	US
DELTA 1 DEB	1978026JR	78026JR	DEB	NA	US
DELTA 1 DEB	1978026JS	78026JS	DEB	NA	US
DELTA 1 DEB	1978026JT	78026JT	DEB	NA	US
DELTA 1 DEB	1978026JU	78026JU	DEB	NA	US
DELTA 1 DEB	1978026JV	78026JV	DEB	NA	US
DELTA 1 DEB	1978026JW	78026JW	DEB	NA	US
DELTA 1 DEB	1978026JX	78026JX	DEB	NA	US
DELTA 1 DEB	1978026JY	78026JY	DEB	NA	US
DELTA 1 DEB	1978026JZ	78026JZ	DEB	NA	US
DELTA 1 DEB	1978026KA	78026KA	DEB	NA	US
DELTA 1 DEB	1978026KB	78026KB	DEB	NA	US
DELTA 1 DEB	1978026KC	78026KC	DEB	NA	US
DELTA 1 DEB	1978026KD	78026KD	DEB	NA	US
DELTA 1 DEB	1978026KE	78026KE	DEB	NA	US
DELTA 1 DEB	1978026KF	78026KF	DEB	NA	US
DELTA 1 DEB	1978026KG	78026KG	DEB	NA	US
DELTA 1 DEB	1978026KH	78026KH	DEB	NA	US
DELTA 1 DEB	1978026KJ	78026KJ	DEB	NA	US
DELTA 1 DEB	1978026KK	78026KK	DEB	NA	US
SAC-D	2011024A	11024A	PAY	-	ARGN
DELTA 2 R/B	2011024B	11024B	R/B	D	US
RASAD 1	2011025A	11025A	PAY	D	IRAN
SAFIR B R/B	2011025B	11025B	R/B	D	IRAN
CHINASAT 10 (ZX 10)	2011026A	11026A	PAY	+	PRC
CZ-3B R/B	2011026B	11026B	R/B	D	PRC
PROGRESS-M 11M	2011027A	11027A	PAY	D	CIS
SL-4 R/B	2011027B	11027B	R/B	D	CIS
FENGYUN 1C DEB	1999025EKW	99025EKW	DEB	D	PRC
FENGYUN 1C DEB	1999025EKX	99025EKX	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKY	99025EKY	DEB	NA	PRC
FENGYUN 1C DEB	1999025EKZ	99025EKZ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELA	99025ELA	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELB	99025ELB	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELC	99025ELC	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELD	99025ELD	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELE	99025ELE	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELF	99025ELF	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELG	99025ELG	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELH	99025ELH	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELJ	99025ELJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELK	99025ELK	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELL	99025ELL	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELM	99025ELM	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELN	99025ELN	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELP	99025ELP	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELQ	99025ELQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELR	99025ELR	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELS	99025ELS	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELT	99025ELT	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELU	99025ELU	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELV	99025ELV	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELW	99025ELW	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELX	99025ELX	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELY	99025ELY	DEB	NA	PRC
FENGYUN 1C DEB	1999025ELZ	99025ELZ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMA	99025EMA	DEB	D	PRC
FENGYUN 1C DEB	1999025EMB	99025EMB	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMC	99025EMC	DEB	D	PRC
FENGYUN 1C DEB	1999025EMD	99025EMD	DEB	NA	PRC
FENGYUN 1C DEB	1999025EME	99025EME	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMF	99025EMF	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMG	99025EMG	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMH	99025EMH	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMJ	99025EMJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMK	99025EMK	DEB	D	PRC
FENGYUN 1C DEB	1999025EML	99025EML	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMM	99025EMM	DEB	D	PRC
FENGYUN 1C DEB	1999025EMN	99025EMN	DEB	D	PRC
FENGYUN 1C DEB	1999025EMP	99025EMP	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMQ	99025EMQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMR	99025EMR	DEB	D	PRC
FENGYUN 1C DEB	1999025EMS	99025EMS	DEB	NA	PRC
COSMOS 2472	2011028A	11028A	PAY	D	CIS
SL-4 R/B	2011028B	11028B	R/B	D	CIS
ORS-1 (USA 231)	2011029A	11029A	PAY	D	US
MINOTAUR R/B	2011029B	11029B	R/B	D	US
SJ-11-03	2011030A	11030A	PAY	+	PRC
CZ-2C R/B	2011030B	11030B	R/B	NA	PRC
CZ-2C DEB	2011030C	11030C	DEB	NA	PRC
CZ-2C DEB	2011030D	11030D	DEB	NA	PRC
CZ-2C DEB	2011030E	11030E	DEB	NA	PRC
CZ-2C DEB	2011030F	11030F	DEB	NA	PRC
STS 135	2011031A	11031A	PAY	D	US
TIANLIAN 1-02	2011032A	11032A	PAY	+	PRC
CZ-3C R/B	2011032B	11032B	R/B	D	PRC
GLOBALSTAR M083	2011033A	11033A	PAY	+	GLOB
GLOBALSTAR M088	2011033B	11033B	PAY	+	GLOB
GLOBALSTAR M091	2011033C	11033C	PAY	+	GLOB
GLOBALSTAR M085	2011033D	11033D	PAY	+	GLOB
GLOBALSTAR M081	2011033E	11033E	PAY	+	GLOB
GLOBALSTAR M089	2011033F	11033F	PAY	+	GLOB
SL-26 R/B	2011033G	11033G	R/B	D	CIS
GSAT-12	2011034A	11034A	PAY	+	IND
PSLV R/B	2011034B	11034B	R/B	NA	IND
SES-3	2011035A	11035A	PAY	+	US
KAZSAT-2	2011035B	11035B	PAY	+	KAZ
BREEZE-M DEB [TANK]	2011035C	11035C	DEB	NA	CIS
BREEZE-M R/B	2011035D	11035D	R/B	NA	CIS
PSSC-2	2011031B	11031B	PAY	D	US
NAVSTAR 66 (USA 232)	2011036A	11036A	PAY	+	US
DELTA 4 R/B	2011036B	11036B	R/B	NA	US
SPEKTR-R	2011037A	11037A	PAY	-	CIS
FREGAT DEB (TANK)	2011037B	11037B	DEB	NA	CIS
SL-23 DEB	2011037C	11037C	DEB	D	CIS
SL-23 R/B	2011037D	11037D	R/B	D	CIS
SL-23 DEB	2011037E	11037E	DEB	D	CIS
SL-23 DEB	2011037F	11037F	DEB	D	CIS
SL-23 DEB	2011037G	11037G	DEB	D	CIS
DELTA 1 DEB [YO]	1978012E	78012E	DEB	NA	US
BEIDOU 9	2011038A	11038A	PAY	+	PRC
CZ-3A R/B	2011038B	11038B	R/B	D	PRC
SJ-11-02	2011039A	11039A	PAY	+	PRC
CZ-2C R/B	2011039B	11039B	R/B	NA	PRC
CZ-2C DEB	2011039C	11039C	DEB	NA	PRC
CZ-2C DEB	2011039D	11039D	DEB	NA	PRC
CZ-2C DEB	2011039E	11039E	DEB	NA	PRC
CZ-2C DEB	2011039F	11039F	DEB	NA	PRC
ISS DEB	1998067CJ	98067CJ	DEB	D	ISS
RADIOSCAF-B (KEDR)	1998067CK	98067CK	PAY	D	ISS
JUNO	2011040A	11040A	PAY	+	US
ATLAS 5 CENTAUR R/B	2011040B	11040B	R/B	NA	US
ASTRA 1N	2011041A	11041A	PAY	+	SES
BSAT-3C (JCSAT-110R)	2011041B	11041B	PAY	B	JPN
ARIANE 5 R/B	2011041C	11041C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2011041D	11041D	DEB	NA	FR
PAKSAT-1R	2011042A	11042A	PAY	+	PAKI
CZ-3B R/B	2011042B	11042B	R/B	D	PRC
HAIYANG-2A	2011043A	11043A	PAY	+	PRC
CZ-4B R/B	2011043B	11043B	R/B	NA	PRC
ATLAS 5 CENTAUR DEB	2011019C	11019C	DEB	D	US
COSMOS 382 DEB	1970103H	70103H	DEB	NA	CIS
COSMOS 1461 DEB	1983044GC	83044GC	DEB	D	CIS
ERS 5 DEB	1963014FK	63014FK	DEB	D	US
BREEZE-M DEB [ADAPTOR]	2011035E	11035E	DEB	NA	CIS
EDUSAT	2011044A	11044A	PAY	-	IT
NIGERIASAT-2	2011044B	11044B	PAY	+	NIG
NIGERIASAT-X	2011044C	11044C	PAY	+	NIG
RASAT	2011044D	11044D	PAY	+	TURK
APRIZESAT 5	2011044E	11044E	PAY	+	US
APRIZESAT 6	2011044F	11044F	PAY	+	US
SICH 2	2011044G	11044G	PAY	-	UKR
BPA-2 & SL-24 R/B	2011044H	11044H	PAY	NA	UKR
SL-24 DEB	2011044J	11044J	DEB	NA	CIS
SL-24 DEB	2011044K	11044K	DEB	D	CIS
EXPRESS-AM4	2011045A	11045A	PAY	D	CIS
BREEZE-M R/B	2011045B	11045B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011045C	11045C	DEB	D	CIS
GRAIL-A (EBB)	2011046A	11046A	PAY	D	US
GRAIL-B (FLOW)	2011046B	11046B	PAY	D	US
DELTA 2 R/B	2011046C	11046C	R/B	NA	US
CHINASAT 1A (ZX 1A)	2011047A	11047A	PAY	+	PRC
CZ-3B R/B	2011047B	11047B	R/B	D	PRC
COSMOS 2473	2011048A	11048A	PAY	+	CIS
BREEZE-M R/B	2011048B	11048B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011048C	11048C	DEB	NA	CIS
SES-2	2011049A	11049A	PAY	+	SES
ARABSAT-5C	2011049B	11049B	PAY	+	AB
ARIANE 5 R/B	2011049C	11049C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2011049D	11049D	DEB	D	FR
IGS 6A	2011050A	11050A	PAY	+	JPN
H-2A R/B	2011050B	11050B	R/B	NA	JPN
H-2A DEB	2011050C	11050C	DEB	D	JPN
EUTELSAT 7 WEST A	2011051A	11051A	PAY	+	EUTE
BLOCK DM-SL R/B	2011051B	11051B	R/B	NA	SEAL
TACSAT 4	2011052A	11052A	PAY	+	US
MINOTAUR 4 R/B	2011052B	11052B	R/B	D	US
TIANGONG-1	2011053A	11053A	PAY	D	PRC
CZ-2F R/B	2011053B	11053B	R/B	D	PRC
CZ-2F DEB	2011053C	11053C	DEB	D	PRC
CZ-2F DEB	2011053D	11053D	DEB	D	PRC
CZ-2F DEB	2011053E	11053E	DEB	D	PRC
CZ-2F DEB	2011053F	11053F	DEB	D	PRC
QUETZSAT 1	2011054A	11054A	PAY	+	MEX
BREEZE-M R/B	2011054B	11054B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011054C	11054C	DEB	NA	CIS
COSMOS 2474 [GLONASS-M]	2011055A	11055A	PAY	-	CIS
FREGAT R/B	2011055B	11055B	R/B	NA	CIS
NOAA 12 DEB	1991032D	91032D	DEB	NA	US
NOAA 12 DEB	1991032E	91032E	DEB	NA	US
H-2A DEB	2011050D	11050D	DEB	D	JPN
INTELSAT 18 (IS-18)	2011056A	11056A	PAY	+	ITSO
SL-23 R/B	2011056B	11056B	R/B	NA	CIS
EUTELSAT 16A	2011057A	11057A	PAY	+	EUTE
CZ-3B R/B	2011057B	11057B	R/B	D	PRC
MEGHA-TROPIQUES	2011058A	11058A	PAY	+	IND
JUGNU	2011058B	11058B	PAY	+	IND
VESSELSAT 1	2011058C	11058C	PAY	-	LUXE
SRMSAT	2011058D	11058D	PAY	+	IND
PSLV R/B	2011058E	11058E	R/B	NA	IND
VIASAT-1	2011059A	11059A	PAY	+	US
BREEZE-M R/B	2011059B	11059B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011059C	11059C	DEB	NA	CIS
GSAT0101 (GALILEO-PFM)	2011060A	11060A	PAY	+	ESA
GSAT0102 (GALILEO-FM2)	2011060B	11060B	PAY	+	ESA
FREGAT R/B	2011060C	11060C	R/B	NA	CIS
SUOMI NPP	2011061A	11061A	PAY	+	US
COSMOS 2251 DEB	1993036BPE	93036BPE	DEB	NA	CIS
DICE-F	2011061B	11061B	PAY	-	US
DICE-Y	2011061C	11061C	PAY	-	US
RAX-2	2011061D	11061D	PAY	-	US
AUBIESAT-1 (AO-71)	2011061E	11061E	PAY	-	US
M-CUBED & EXP-1 PRIME	2011061F	11061F	PAY	+	US
DELTA 2 R/B	2011061G	11061G	R/B	D	US
PROGRESS-M 13M	2011062A	11062A	PAY	D	CIS
SL-4 R/B	2011062B	11062B	R/B	D	CIS
SHENZHOU 8 (SZ-8)	2011063A	11063A	PAY	D	PRC
CZ-2F R/B	2011063B	11063B	R/B	D	PRC
CZ-2F DEB	2011063C	11063C	DEB	D	PRC
SCOUT B DEB	1965063AE	65063AE	DEB	NA	US
COSMOS 1331 DEB	1982001E	82001E	DEB	NA	CIS
THORAD AGENA D DEB	1970025QS	70025QS	DEB	D	US
COSMOS 1417 DEB	1982102D	82102D	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPD	93036BPD	DEB	D	CIS
COSMOS 2476 [GLONASS-M]	2011064A	11064A	PAY	+	CIS
COSMOS 2477 [GLONASS-M]	2011064B	11064B	PAY	+	CIS
COSMOS 2475 [GLONASS-M]	2011064C	11064C	PAY	+	CIS
BREEZE-M R/B	2011064D	11064D	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011064E	11064E	DEB	NA	CIS
PHOBOS-GRUNT & YINGHOU-1	2011065A	11065A	PAY	D	CIS
SL-16 R/B	2011065B	11065B	R/B	D	CIS
TIANXUN 1 (TX 1)	2011066A	11066A	PAY	D	PRC
YAOGAN 12	2011066B	11066B	PAY	+	PRC
CZ-4B R/B	2011066C	11066C	R/B	D	PRC
SOYUZ-TMA 22	2011067A	11067A	PAY	D	CIS
SL-4 R/B	2011067B	11067B	R/B	D	CIS
SL-16 DEB	2011065C	11065C	DEB	D	CIS
SL-16 DEB	2011065D	11065D	DEB	D	CIS
SL-16 DEB	2011065E	11065E	DEB	D	CIS
SL-16 DEB	2011065F	11065F	DEB	D	CIS
SZ-8 MODULE	2011063D	11063D	PAY	D	PRC
SL-12 DEB	1987079BP	87079BP	DEB	NA	CIS
DMSP 5D-2 F10 DEB	1990105AF	90105AF	DEB	NA	US
SL-8 DEB	1971114E	71114E	DEB	NA	CIS
COSMOS 468 DEB	1971114F	71114F	DEB	NA	CIS
NIMBUS 2 DEB	1966040AT	66040AT	DEB	NA	US
NIMBUS 2 DEB	1966040AU	66040AU	DEB	NA	US
NIMBUS 2 DEB	1966040AV	66040AV	DEB	NA	US
NIMBUS 2 DEB	1966040AW	66040AW	DEB	NA	US
NIMBUS 2 DEB	1966040AX	66040AX	DEB	NA	US
NIMBUS 2 DEB	1966040AY	66040AY	DEB	NA	US
FENGYUN 1C DEB	1999025EMT	99025EMT	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMU	99025EMU	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMV	99025EMV	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMW	99025EMW	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMX	99025EMX	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMY	99025EMY	DEB	NA	PRC
FENGYUN 1C DEB	1999025EMZ	99025EMZ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENA	99025ENA	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENB	99025ENB	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENC	99025ENC	DEB	NA	PRC
FENGYUN 1C DEB	1999025END	99025END	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENE	99025ENE	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENF	99025ENF	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENG	99025ENG	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENH	99025ENH	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENJ	99025ENJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENK	99025ENK	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENL	99025ENL	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENM	99025ENM	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENN	99025ENN	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENP	99025ENP	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENQ	99025ENQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENR	99025ENR	DEB	D	PRC
FENGYUN 1C DEB	1999025ENS	99025ENS	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENT	99025ENT	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENU	99025ENU	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENV	99025ENV	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENW	99025ENW	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENX	99025ENX	DEB	NA	PRC
FENGYUN 1C DEB	1999025ENY	99025ENY	DEB	D	PRC
FENGYUN 1C DEB	1999025ENZ	99025ENZ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPA	99025EPA	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPB	99025EPB	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPC	99025EPC	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPD	99025EPD	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPE	99025EPE	DEB	NA	PRC
CHUANGXIN 1-03 (CX-1-03)	2011068A	11068A	PAY	+	PRC
SHIYAN 4 (SY-4)	2011068B	11068B	PAY	+	PRC
CZ-2D R/B	2011068C	11068C	R/B	NA	PRC
ASIASAT 7	2011069A	11069A	PAY	+	AC
BREEZE-M R/B	2011069B	11069B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011069C	11069C	DEB	NA	CIS
MSL	2011070A	11070A	PAY	D	US
ATLAS 5 CENTAUR R/B	2011070B	11070B	R/B	NA	US
COSMOS 2478 [GLONASS-M]	2011071A	11071A	PAY	-	CIS
FREGAT R/B	2011071B	11071B	R/B	NA	CIS
PHOBOS-GRUNT DEB	2011065G	11065G	DEB	D	CIS
YAOGAN 13	2011072A	11072A	PAY	+	PRC
CZ-2C R/B	2011072B	11072B	R/B	D	PRC
CZ-2C DEB	2011072C	11072C	DEB	D	PRC
CZ-2C DEB	2011072D	11072D	DEB	D	PRC
CZ-2C DEB	2011072E	11072E	DEB	D	PRC
CZ-2C DEB	2011072F	11072F	DEB	D	PRC
PHOBOS-GRUNT DEB	2011065H	11065H	DEB	D	CIS
BEIDOU 10	2011073A	11073A	PAY	+	PRC
CZ-3A R/B	2011073B	11073B	R/B	D	PRC
AMOS-5	2011074A	11074A	PAY	-	ISRA
LUCH 5A	2011074B	11074B	PAY	+	CIS
BREEZE-M R/B	2011074C	11074C	R/B	NA	CIS
BREEZE-M DEB [TANK]	2011074D	11074D	DEB	D	CIS
IGS 7A	2011075A	11075A	PAY	+	JPN
H-2A R/B	2011075B	11075B	R/B	D	JPN
COSMOS 2251 DEB	1993036BPF	93036BPF	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPG	93036BPG	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPH	93036BPH	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPJ	93036BPJ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPK	93036BPK	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPL	93036BPL	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPM	93036BPM	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPN	93036BPN	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPP	93036BPP	DEB	D	CIS
COSMOS 2251 DEB	1993036BPQ	93036BPQ	DEB	D	CIS
COSMOS 2251 DEB	1993036BPR	93036BPR	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPS	93036BPS	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPT	93036BPT	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPU	93036BPU	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPV	93036BPV	DEB	D	CIS
COSMOS 2251 DEB	1993036BPW	93036BPW	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPX	93036BPX	DEB	D	CIS
COSMOS 2251 DEB	1993036BPY	93036BPY	DEB	NA	CIS
COSMOS 2251 DEB	1993036BPZ	93036BPZ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQA	93036BQA	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQB	93036BQB	DEB	D	CIS
COSMOS 2251 DEB	1993036BQC	93036BQC	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQD	93036BQD	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQE	93036BQE	DEB	D	CIS
COSMOS 2251 DEB	1993036BQF	93036BQF	DEB	D	CIS
COSMOS 2251 DEB	1993036BQG	93036BQG	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQH	93036BQH	DEB	D	CIS
COSMOS 2251 DEB	1993036BQJ	93036BQJ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQK	93036BQK	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQL	93036BQL	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQM	93036BQM	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQN	93036BQN	DEB	D	CIS
COSMOS 2251 DEB	1993036BQP	93036BQP	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQQ	93036BQQ	DEB	D	CIS
COSMOS 2251 DEB	1993036BQR	93036BQR	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQS	93036BQS	DEB	D	CIS
COSMOS 2251 DEB	1993036BQT	93036BQT	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQU	93036BQU	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQV	93036BQV	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQW	93036BQW	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQX	93036BQX	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQY	93036BQY	DEB	NA	CIS
COSMOS 2251 DEB	1993036BQZ	93036BQZ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRA	93036BRA	DEB	D	CIS
COSMOS 2251 DEB	1993036BRB	93036BRB	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRC	93036BRC	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRD	93036BRD	DEB	D	CIS
COSMOS 2251 DEB	1993036BRE	93036BRE	DEB	D	CIS
COSMOS 2251 DEB	1993036BRF	93036BRF	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRG	93036BRG	DEB	D	CIS
COSMOS 2251 DEB	1993036BRH	93036BRH	DEB	NA	CIS
ELISA W11	2011076A	11076A	PAY	+	FR
ELISA E24	2011076B	11076B	PAY	+	FR
